team,season,Wins,Losses,ufga,ufgm,ufgp,pts_off_tov,TO_RATIO,pts_paint,FGM,FGA,FG%,2pm,2PM_PACE,2pa,2p%,3PM,3PM_PACE,3PA,3P%,OREB,OR_PACE,DREB,DR_PACE,REB,AST,AST_PACE,UncontestedAssists,UA_PACE,TOV,STL,BLK,STOCKS,STOCKS_PACE,+/-,DEFRTG,NETRTG,AST%,AST/TO,AST RAT,TOV%,EFG%,TS%,PACE,OPP PTS OFF TOV,OPP PTS 2ND CHANCE,OPP PTS FB,OPP PTS PAINT
Warriors,2014,67,15,16408,7664,0.467089225,7050,5.64,17724,3410,7137,47.8,2527,24.53159887,4920,0.513617886,883,8.571983303,2217,39.8,853,8.280749442,2814,27.31773614,3667,2248,21.82312397,3.409252669,0.033096327,1185,762,496,1258,12.21240656,828,101.3,12.7,69.8,1.9,21.8,15.9,58.8,61.9,103.01,1250,1164,1142,3410
Timberwolves,2014,16,66,10476,4516,0.431080565,5714,4.004204625,14652,2986,6820,43.8,2580,26.30773937,5597,0.460961229,406,4.139900071,1223,33.2,949,9.676761497,2406,24.53349648,3355,1771,18.05852962,2.549971767,0.026001548,1231,668,327,995,10.14581421,-721,107.6,1.4,57,1.65,17.2,14,52,56.3,98.07,1427,1223,1175,3938
